Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;MUC HOSP GROWTH;MUC HOSP NORM GR
2020-05-03;Sun, 3;5863;639;5220;169;25;0;25;0;-24,2 %;-33;58;0;27;332;331;;22,4;22,3;;-103;268;491;1232;;;;;;;;;;;0,89;0,95;-2 %;-7,3 %;;-175;5859;4;-26;-52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;490;;;24,33 %;81,67 %;;;292;2,22;0,87;264;90,4 %;;
2020-05-04;Mon, 4;5897;620;5273;173;34;0;34;0;-57,0 %;-19;53;4;30;286;286;;19,3;19,3;;-87;284;507;1248;;;;;;;;;;;0,85;0,93;-14 %;-29,2 %;;-185;5893;4;-118;-54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;502;;;22,92 %;83,67 %;;;275;2,09;0,89;254;92,4 %;;
2020-05-05;Tue, 5;5927;597;5326;179;30;0;30;0;-40,0 %;-23;53;6;22;266;266;;17,9;17,9;;-76;295;518;1259;;;;;;;;;;;0,82;0,88;-7 %;-33,3 %;;-178;5923;4;-133;-62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;481;;;20,00 %;80,17 %;;;240;1,83;0,90;249;103,8 %;;
2020-05-06;Wed, 6;5946;565;5377;192;19;0;19;0;-53,7 %;-32;51;13;34;244;244;;16,4;16,4;;-51;320;543;1284;;;;;;;;;;;0,79;0,84;-8 %;-36,3 %;;-174;5942;4;-139;-75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;460;;;20,00 %;76,67 %;;;240;1,83;0,89;235;97,9 %;;
2020-05-07;Thu, 7;5976;537;5435;194;30;0;30;0;-31,8 %;-28;58;2;28;230;230;;15,5;15,5;;-22;349;572;1313;;;;;;;;;;;0,75;0,80;-6 %;-34,3 %;;-173;5972;4;-120;-84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;447;;;19,42 %;74,50 %;;;233;1,77;0,91;236;101,3 %;;
2020-05-08;Fri, 8;6019;523;5492;197;43;0;43;0;-27,1 %;-14;57;3;29;214;214;;14,4;14,4;;-32;339;562;1303;;;;;;;;;;;0,73;0,78;-7 %;-39,4 %;;-178;6015;4;-139;-101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;429;;;19,25 %;71,50 %;;;231;1,76;0,92;220;95,2 %;;
2020-05-09;Sat, 9;6044;493;5546;197;25;0;24;1;-27,3 %;-31;55;0;28;206;205;;13,9;13,8;;-32;339;562;1303;;;;;;;;;;;0,73;0,77;-4 %;-39,5 %;;-180;6039;5;-134;-116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;400;;;18,33 %;66,67 %;;;220;1,67;0,88;228;103,6 %;;
2020-05-10;Sun, 10;6066;465;5596;198;22;0;22;0;-12,0 %;-28;50;1;29;203;202;;13,7;13,6;;-19;352;575;1316;;;;;;;;;;;0,76;0,76;-1 %;-39,0 %;;-175;6061;5;-129;-130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;393;;;18,83 %;65,50 %;;;226;1,72;0,83;212;93,8 %;;
2020-05-11;Mon, 11;6127;475;5647;201;61;0;61;0;79,4 %;11;50;3;28;230;229;;15,5;15,4;;-50;321;544;1285;;;;;;;;;;;0,83;0,78;13 %;-19,9 %;;-145;6122;5;-57;-122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;382;;;17,75 %;63,67 %;;;213;1,62;0,83;212;99,5 %;;
2020-05-12;Tue, 12;6154;454;5695;201;27;0;27;0;-10,0 %;-21;48;0;22;227;226;;15,3;15,2;;-58;313;536;1277;;;;;;;;;;;0,90;0,81;-1 %;-15,0 %;;-143;6149;5;-40;-108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;377;;;18,00 %;62,83 %;;;216;1,64;0,82;185;85,6 %;;
2020-05-13;Wed, 13;6189;441;5743;201;35;0;35;0;84,2 %;-12;47;0;9;243;242;;16,4;16,3;;-63;308;531;1272;;;;;;;;;;;1,01;0,87;7 %;-0,8 %;;-124;6184;5;-2;-89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;315;;;16,67 %;52,50 %;;;200;1,52;0,83;181;90,5 %;;
2020-05-14;Thu, 14;6212;424;5783;203;23;0;23;0;-23,3 %;-18;41;2;9;236;235;;15,9;15,8;;-43;328;551;1292;;;;;;;;;;;1,10;0,94;-3 %;2,2 %;;-114;6207;5;5;-71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;311;;;14,50 %;51,83 %;;;174;1,32;0,85;168;96,6 %;;
2020-05-15;Fri, 15;6230;404;5821;203;18;0;18;0;-58,1 %;-20;38;0;6;211;210;;14,2;14,1;;-37;334;557;1298;;;;;;;;;;;1,07;0,97;-11 %;-1,9 %;;-120;6225;5;-4;-52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;289;;;12,42 %;48,17 %;;;149;1,13;0,85;154;103,4 %;;
2020-05-16;Sat, 16;6239;378;5856;203;9;0;9;0;-62,5 %;-26;35;0;6;195;195;;13,1;13,1;;-24;347;570;1311;;;;;;;;;;;1,02;0,99;-7 %;-4,9 %;;-115;6234;5;-10;-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;277;;;13,50 %;46,17 %;;;162;1,23;0,87;138;85,2 %;;
2020-05-17;Sun, 17;6250;356;5889;203;11;0;11;0;-50,0 %;-22;33;0;5;184;184;;12,4;12,4;;26;397;620;1361;;;;;;;;;;;0,92;0,98;-6 %;-8,9 %;;-109;6245;5;-18;-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;265;;;13,25 %;44,17 %;;;159;1,21;0,87;140;88,1 %;;
2020-05-18;Mon, 18;6257;332;5920;203;7;0;7;0;-88,5 %;-24;31;0;2;130;130;;8,8;8,8;;46;417;640;1381;;;;;;;;;;;0,77;0,92;-29 %;-43,2 %;;-143;6252;5;-99;-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;268;;;11,25 %;44,67 %;;;135;1,03;0,85;135;100,0 %;;
2020-05-19;Tue, 19;6269;315;5949;205;12;0;12;0;-55,6 %;-17;29;2;4;115;115;;7,7;7,7;;69;440;663;1404;;;;;;;;;;;0,68;0,85;-12 %;-49,1 %;;-139;6264;5;-111;-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;241;;;9,92 %;40,17 %;;;119;0,91;0,80;127;106,7 %;;
2020-05-20;Wed, 20;6289;306;5978;211;20;0;20;0;-42,9 %;-9;29;6;10;100;100;;6,7;6,7;;72;443;666;1407;;;;;;;;;;;0,60;0,76;-13 %;-58,7 %;;-135;6284;5;-142;-54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;247;;;9,92 %;41,17 %;;;119;0,91;0,75;119;100,0 %;;
2020-05-21;Thu, 21;6308;292;6011;211;19;0;19;0;-17,4 %;-14;33;0;8;96;96;;6,5;6,5;;71;442;665;1406;;;;;;;;;;;0,54;0,68;-4 %;-59,1 %;;-131;6303;5;-139;-75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;229;;;9,75 %;38,17 %;;;117;0,89;0,72;118;100,9 %;;
2020-05-22;Fri, 22;6329;281;6043;212;21;0;21;0;16,7 %;-11;32;1;9;99;99;;6,7;6,7;;59;430;653;1394;;;;;;;;;;;0,57;0,65;3 %;-52,9 %;;-122;6324;5;-111;-90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;223;;;9,50 %;37,17 %;;;114;0,87;0,70;117;102,6 %;;
2020-05-23;Sat, 23;6331;249;6077;212;2;0;2;0;-77,8 %;-33;35;0;9;92;92;;6,2;6,2;;68;439;662;1403;;;;;;;;;;;0,62;0,62;-7 %;-52,8 %;;-129;6326;5;-103;-103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;226;;;8,58 %;37,67 %;;;103;0,78;0,69;111;107,8 %;;
2020-05-24;Sun, 24;6337;221;6111;212;6;0;6;0;-45,5 %;-28;34;0;9;87;87;;5,9;5,9;;69;440;663;1404;;;;;;;;;;;0,71;0,62;-5 %;-52,7 %;;-135;6332;5;-97;-115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;220;;;8,33 %;36,67 %;;;100;0,76;0,68;112;112,0 %;;
2020-05-25;Mon, 25;6351;205;6141;212;14;0;14;0;100,0 %;-16;30;0;9;94;94;;6,3;6,3;;67;438;661;1402;;;;;;;;;;;0,84;0,66;8 %;-27,7 %;;-127;6346;5;-36;-106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;217;;;8,67 %;36,17 %;;;104;0,79;0,69;103;99,0 %;;
2020-05-26;Tue, 26;6397;223;6169;212;46;0;46;0;283,3 %;18;28;0;7;128;128;;8,6;8,6;;41;412;635;1376;;;;;;;;;;;0,98;0,76;36 %;11,3 %;;-92;6392;5;13;-88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;195;;;9,33 %;32,50 %;;;112;0,85;0,73;100;89,3 %;;
2020-05-27;Wed, 27;6431;231;6195;212;34;0;34;0;70,0 %;8;26;0;1;142;142;;9,6;9,6;;26;397;620;1361;;;;;;;;;;;1,17;0,90;11 %;42,0 %;;-75;6426;5;42;-62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;186;;;8,58 %;31,00 %;;;103;0,78;0,81;89;86,4 %;;
2020-05-28;Thu, 28;6437;218;6214;213;6;0;6;0;-68,4 %;-13;19;1;2;129;129;;8,7;8,7;;41;412;635;1376;;;;;;;;;;;1,32;1,07;-9 %;34,4 %;;-74;6432;5;33;-37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;178;;;7,67 %;29,67 %;;;92;0,70;0,88;78;84,8 %;;
2020-05-29;Fri, 29;6451;216;6230;213;14;0;14;0;-33,3 %;-2;16;0;1;122;122;;8,2;8,2;;29;400;623;1364;;;;;;;;;;;1,40;1,16;-5 %;23,2 %;;-65;6446;5;23;-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;171;;;7,25 %;28,50 %;;;87;0,66;0,93;72;82,8 %;;
2020-05-30;Sat, 30;6484;235;6244;213;33;0;33;0;1550,0 %;19;14;0;1;153;153;;10,3;10,3;;2;373;596;1337;;;;;;;;;;;1,36;1,23;25 %;66,3 %;;-14;6479;5;61;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;163;;;7,08 %;27,17 %;;;85;0,65;0,94;75;88,2 %;;
2020-05-31;Sun, 31;6489;226;6258;213;5;0;5;0;-16,7 %;-9;14;0;1;152;152;;10,2;10,2;;11;382;605;1346;;;;;;;;;;;1,23;1,25;-1 %;74,7 %;;5;6484;5;65;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;156;;;6,83 %;26,00 %;;;82;0,62;0,96;66;80,5 %;;
2020-06-01;Mon, 1;6489;212;6272;213;0;0;0;0;-100,0 %;-14;14;0;1;138;138;;9,3;9,3;;57;428;651;1392;0,84 %;4.512;38;;;;;;;;1,15;1,25;-9 %;46,8 %;;7;6484;5;44;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;157;;;6,25 %;26,17 %;;;75;0,57;1,00;67;89,3 %;;
2020-06-02;Tue, 2;6494;204;6285;213;5;0;5;0;-89,1 %;-8;13;0;1;97;97;;6,5;6,5;;86;457;680;1421;0,71 %;12.474;89;;;;;;;;1,04;1,18;-30 %;-24,2 %;;-20;6489;5;-31;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;163;;;4,58 %;27,17 %;;;55;0,42;1,03;61;110,9 %;;
2020-06-03;Wed, 3;6505;203;6298;213;11;0;12;-1;-64,7 %;-0;12;0;1;74;75;;5,0;5,1;;81;452;675;1416;0,72 %;15.331;110;;;;;;;;0,85;1,01;-23 %;-47,2 %;;-28;6501;4;-67;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;152;;;4,08 %;25,33 %;;;49;0,37;1,03;65;132,7 %;;
2020-06-04;Thu, 4;6513;198;6311;214;8;0;8;0;33,3 %;-5;13;1;1;76;77;;5,1;5,2;;86;457;680;1421;1,06 %;12.536;133;;;;;;;;0,70;0,88;3 %;-40,3 %;;-21;6509;4;-52;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;135;;;4,67 %;22,50 %;;;56;0,43;1,00;60;107,1 %;;
2020-06-05;Fri, 5;6527;193;6330;215;14;0;14;0;0,0 %;-4;18;1;2;76;77;;5,1;5,2;;105;476;699;1440;0,49 %;12.276;60;;;;;;;;0,58;0,80;0 %;-36,9 %;;-22;6523;4;-45;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;124;;;4,58 %;20,67 %;;;55;0,42;0,93;64;116,4 %;;
2020-06-06;Sat, 6;6532;178;6350;205;5;0;5;0;-84,8 %;-15;20;-10;-8;48;49;;3,2;3,3;;105;476;699;1440;0,99 %;5.944;59;;;;;;;;0,51;0,71;-36 %;-68,0 %;;-56;6528;4;-104;-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;112;;;4,75 %;18,67 %;;;57;0,43;0,88;62;108,8 %;;
2020-06-07;Sun, 7;6541;169;6368;208;9;0;9;0;80,0 %;-9;18;3;-5;52;53;;3,5;3,6;;96;467;690;1431;0,86 %;3.264;28;9.477;;;;;;;0,55;0,65;8 %;-65,1 %;;-57;6537;4;-99;-51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;118;;;4,50 %;19,67 %;;;54;0,41;0,83;59;109,3 %;;
2020-06-08;Mon, 8;6554;164;6386;208;13;0;13;0;1300,0 %;-4;17;0;-5;65;66;;4,4;4,4;;88;459;682;1423;0,70 %;12.798;90;10.660;;;;;;;0,63;0,61;25 %;-52,2 %;;-47;6550;4;-72;-67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;110;;;4,67 %;18,33 %;;;56;0,43;0,79;60;107,1 %;;
2020-06-09;Tue, 9;6562;150;6408;209;8;0;8;0;60,0 %;-14;22;1;-4;68;69;;4,6;4,6;;92;463;686;1427;1,25 %;18.154;227;11.472;;;;;;;0,73;0,61;5 %;-28,9 %;;-53;6558;4;-28;-67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;107;;;4,58 %;17,83 %;;;55;0,42;0,77;56;101,8 %;;
2020-06-10;Wed, 10;6571;138;6429;209;9;0;9;0;-25,0 %;-13;22;0;-4;66;66;;4,4;4,4;;91;462;685;1426;0,90 %;13.810;124;11.255;;;;;;;0,91;0,69;-4 %;-12,0 %;;-65;6567;4;-9;-58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;93;;;4,17 %;15,50 %;;;50;0,38;0,82;50;100,0 %;;
2020-06-11;Thu, 11;6573;120;6449;209;2;0;2;0;-75,0 %;-18;20;0;-5;60;60;;4,0;4,0;;103;474;697;1438;0,89 %;5.863;52;10.301;;;;;;;1,02;0,78;-9 %;-22,1 %;;-78;6569;4;-17;-53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;85;;;3,17 %;14,17 %;;;38;0,29;0,86;47;123,7 %;;
2020-06-12;Fri, 12;6585;118;6463;210;12;0;12;0;-14,3 %;-2;14;1;-5;58;58;;3,9;3,9;;96;467;690;1431;0,69 %;10.370;72;10.029;;;;;;;1,03;0,85;-3 %;-24,7 %;;-75;6581;4;-19;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;85;;;2,92 %;14,17 %;;;35;0,27;0,95;38;108,6 %;;
2020-06-13;Sat, 13;6590;112;6474;211;5;0;5;0;0,0 %;-6;11;1;6;58;58;;3,9;3,9;;100;471;694;1435;0,83 %;6.112;51;10.053;;;;;;;1,02;0,92;0 %;18,4 %;;-66;6586;4;9;-34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;84;;;2,33 %;14,00 %;;;28;0,21;0,99;33;117,9 %;;
2020-06-14;Sun, 14;6601;112;6485;211;11;0;11;0;22,2 %;0;11;0;3;60;60;;4,0;4,0;;102;473;696;1437;1,02 %;3.135;32;10.035;;;;;;;0,93;0,96;3 %;13,2 %;;-56;6597;4;7;-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;83;;;2,08 %;13,83 %;;;25;0,19;0,97;31;124,0 %;;
2020-06-15;Mon, 15;6605;105;6496;211;4;0;4;0;-69,2 %;-7;11;0;3;51;51;;3,4;3,4;;106;477;700;1441;0,49 %;12.125;59;9.938;;;;;;;0,87;0,96;-15 %;-22,7 %;;-59;6601;4;-15;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;88;;;1,75 %;14,67 %;;;21;0,16;0,94;28;133,3 %;;
2020-06-16;Tue, 16;6614;107;6503;211;9;0;9;0;12,5 %;2;7;0;2;52;52;;3,5;3,5;;106;477;700;1441;0,43 %;15.735;68;9.593;;;;;;;0,87;0,96;2 %;-24,6 %;;-43;6610;4;-17;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;79;;;1,92 %;13,17 %;;;23;0,18;0,91;31;134,8 %;;
2020-06-17;Wed, 17;6627;113;6510;212;13;0;13;0;44,4 %;5;8;1;3;56;56;;3,8;3,8;;95;466;689;1430;0,46 %;15.112;70;9.779;;;;;;;0,90;0,92;8 %;-15,2 %;;-25;6623;4;-10;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;65;;;1,83 %;10,83 %;;;22;0,17;0,89;30;136,4 %;;
2020-06-18;Thu, 18;6631;107;6520;214;4;0;4;0;100,0 %;-5;9;2;5;58;58;;3,9;3,9;;103;474;697;1438;0,50 %;13.003;65;10.799;;;;;;;0,92;0,90;4 %;-3,3 %;;-13;6627;4;-2;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;61;;;2,50 %;10,17 %;;;30;0,23;0,90;29;96,7 %;;
2020-06-19;Fri, 19;6641;109;6529;215;10;0;11;-1;-8,3 %;1;10;1;5;56;57;;3,8;3,8;;98;469;692;1433;0,47 %;12.879;61;11.157;;;;;;;0,98;0,93;-2 %;-1,7 %;;-10;6638;3;-1;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;59;;;2,42 %;9,83 %;;;29;0,22;0,90;29;100,0 %;;
2020-06-20;Sat, 20;6664;121;6539;217;23;0;22;1;340,0 %;13;9;2;6;74;74;;5,0;5,0;;85;456;679;1420;0,89 %;6.159;55;11.164;;;;;;;1,11;1,01;30 %;27,6 %;-1,1 %;9;6660;4;16;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;51;;;2,58 %;8,50 %;;;31;0,24;0,91;30;96,8 %;;
2020-06-21;Sun, 21;6678;127;6547;217;14;0;14;0;27,3 %;5;9;0;6;77;77;;5,2;5,2;;76;447;670;1411;1,06 %;2.839;30;11.122;;;;;;;1,21;1,08;4 %;28,3 %;-0,3 %;14;6674;4;17;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;48;;;2,83 %;8,00 %;;;34;0,26;0,98;30;88,2 %;;
2020-06-22;Mon, 22;6682;122;6556;217;4;0;4;0;0,0 %;-4;8;0;6;77;77;;5,2;5,2;;81;452;675;1416;0,37 %;13.360;49;11.298;;;;;;;1,31;1,15;0 %;51,0 %;2,5 %;17;6678;4;26;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;45;;;3,00 %;7,50 %;;;36;0,27;1,01;38;105,6 %;;
2020-06-23;Tue, 23;6700;132;6564;217;18;0;18;0;100,0 %;10;8;0;6;86;86;;5,8;5,8;;76;447;670;1411;0,36 %;15.952;57;11.329;;;;;;;1,41;1,24;12 %;65,4 %;7,6 %;25;6696;4;34;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;49;;;2,83 %;8,17 %;;;34;0,26;1,01;36;105,9 %;;
2020-06-24;Wed, 24;6713;136;6573;217;13;0;13;0;0,0 %;4;9;0;5;86;86;;5,8;5,8;;67;438;661;1402;0,56 %;14.717;82;11.273;;;;;;;1,33;1,26;0 %;53,6 %;12,1 %;24;6709;4;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;50;;;3,33 %;8,33 %;;;40;0,30;1,06;35;87,5 %;;
2020-06-25;Thu, 25;6731;147;6580;217;18;0;18;0;350,0 %;11;7;0;3;100;100;;6,7;6,7;;60;431;654;1395;0,53 %;13.245;70;11.307;;;;;;;1,31;1,31;16 %;72,4 %;12,0 %;40;6727;4;42;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;48;;;3,08 %;8,00 %;;;37;0,28;1,18;34;91,9 %;;
2020-06-26;Fri, 26;6748;157;6587;217;17;0;17;0;54,5 %;10;7;0;2;107;106;;7,2;7,1;;65;436;659;1400;0,63 %;13.206;83;11.354;;;;;;;1,33;1,34;6 %;86,0 %;10,5 %;48;6744;4;49;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;49;;;3,42 %;8,17 %;;;41;0,31;1,36;40;97,6 %;;
2020-06-27;Sat, 27;6760;161;6595;217;12;0;12;0;-45,5 %;4;8;0;0;96;96;;6,5;6,5;;67;438;661;1402;0,80 %;7.034;56;11.479;;;;;;;1,24;1,29;-9 %;29,7 %;9,2 %;40;6756;4;22;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;44;;;3,75 %;7,33 %;;;45;0,34;1,44;36;80,0 %;;
2020-06-28;Sun, 28;6770;162;6604;219;10;0;10;0;-28,6 %;2;8;2;2;92;92;;6,2;6,2;;61;432;655;1396;0,71 %;3.259;23;11.539;;;;;;;1,21;1,25;-4 %;19,5 %;8,2 %;36;6766;4;15;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;42;;;3,58 %;7,00 %;;;43;0,33;1,40;39;90,7 %;;
0202-06-29;Tue, 29;6791;175;6612;219;21;0;21;0;425,0 %;13;8;0;2;109;109;;7,3;7,3;;58;429;652;1393;0,67 %;17.070;114;12.069;;;;;;;1,15;1,21;18 %;41,6 %;7,3 %;53;6787;4;32;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;43;;;3,42 %;7,17 %;;;41;0,31;1,33;30;73,2 %;;
2020-06-30;Tue, 30;6831;205;6622;220;40;0;40;0;122,2 %;29;11;1;3;131;131;;8,8;8,8;;31;402;625;1366;0,51 %;16.556;84;12.155;;;;;;;1,13;1,19;20 %;52,3 %;5,9 %;73;6827;4;45;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;45;;;3,75 %;7,50 %;;;45;0,34;1,34;34;75,6 %;;
2020-07-01;Wed, 1;6841;204;6633;219;10;0;10;0;-23,1 %;-1;11;-1;2;128;128;;8,6;8,6;;39;410;633;1374;0,48 %;16.435;79;12.401;;;;;;;1,19;1,21;-2 %;48,8 %;5,3 %;67;6837;4;42;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;47;;;3,25 %;7,83 %;;;39;0,30;1,32;36;92,3 %;;
2020-07-02;Thu, 2;6864;216;6644;219;23;0;23;0;27,8 %;12;11;0;2;133;133;;9,0;9,0;;33;404;627;1368;0,55 %;17.585;97;13.021;;;;;;;1,27;1,24;4 %;33,0 %;6,8 %;69;6860;4;33;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;0,00;42;;;3,33 %;7,00 %;;;40;0,30;1,29;41;102,5 %;;
